,Player,height,weight,collage,born,birth_city,birth_state,G/season,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2237,Gundars Vetra,198,88,,1967,Ventspils,Latvia,13,0,89,13.6,0.528,0.075,0.15,5.5,5.4,5.4,12.2,1.1,0,4.5,22.3,#DIV/0!,0.1,0,0.1,0.07,#DIV/0!,-0.3,-4.9,-5.2,-0.1,19,40,0.475,3,3,1,16,37,0.432,0.513,4,6,0.667,4,4,8,6,2,0,2,12,45
2238,Clarence Weatherspoon,198,108,University of Southern Mississippi,1970,Crawford,Mississippi,61.52941176,38.94117647,1819.352941,14.83529412,0.527352941,0.003235294,0.398823529,9.041176471,19.16470588,14.11764706,7.417647059,1.676470588,1.817647059,12.85882353,16.93529412,#DIV/0!,1.888235294,1.970588235,3.864705882,0.110941176,#DIV/0!,-1.382352941,1.041176471,-0.347058824,0.852941176,258.6470588,550.3529412,0.468470588,0.588235294,3.058823529,0.120285714,258.0588235,547.2941176,0.469470588,0.468705882,157.4117647,212.3529412,0.757941176,141.0588235,308.5882353,449.6470588,86.17647059,58.52941176,51.94117647,93.17647059,135.1176471,675.2941176
2239,Marcus Webb,206,115,University of Alabama,1970,Montgomery,Alabama,9,0,51,20.1,0.57,0.04,0.84,11.2,11,11.1,6.3,1,2.5,12.7,33.4,#DIV/0!,0.1,0,0.1,0.13,#DIV/0!,0.4,-3.7,-3.3,0,13,25,0.52,0,1,0,13,24,0.542,0.52,13,21,0.619,5,5,10,2,1,2,5,11,39
2240,Robert Werdann,211,113,St. John's University,1970,Sunnyside,New York,15.66666667,0,91,10,0.474333333,0.005666667,0.453333333,10.63333333,17.86666667,14.2,3.466666667,2.7,2.166666667,15.76666667,19.26666667,#DIV/0!,-0.1,0.133333333,0.033333333,0.047,#DIV/0!,-5.166666667,-0.7,-5.833333333,-0.1,12.33333333,32.66666667,0.411333333,0,0.333333333,0,12.33333333,32.33333333,0.413,0.411333333,9,15.66666667,0.695333333,10.33333333,16.66666667,27,3,4.333333333,2.666666667,6.666666667,21.66666667,33.66666667
2241,Corey Williams,188,86,Oklahoma State University,1970,Twiggs,Georgia,19.5,0,144,8.65,0.4185,0.056,0.168,5.7,9.2,7.5,16.4,1.55,0.3,11.7,16.8,#DIV/0!,0.05,0.05,0.1,0.0255,#DIV/0!,-3.6,-1.85,-5.5,-0.1,18,49,0.375,0.5,2,0.1665,17.5,47,0.3915,0.378,9.5,11.5,0.909,10,8.5,18.5,14.5,3,1,6.5,15,46
2242,Lorenzo Williams,206,90,Stetson University,1969,Ocala,Florida,24.46153846,14.15384615,494.6153846,9.869230769,0.416769231,0.013923077,0.15,13.00769231,18.99230769,15.99230769,4.030769231,1.884615385,5.215384615,20.74615385,9.015384615,#DIV/0!,0.138461538,0.530769231,0.669230769,0.06,#DIV/0!,-4.230769231,2.769230769,-1.476923077,0.284615385,31.07692308,66.69230769,0.420846154,0,0.230769231,0,31.07692308,66.46153846,0.423846154,0.420846154,7.307692308,19.23076923,0.357875,61.92307692,82.30769231,144.2307692,21.30769231,12.07692308,31.76923077,20.46153846,65.61538462,69.46153846
2243,Walt Williams,193,88,Indiana University,1923,,,56,33.26666667,1497.133333,14.14,0.530466667,0.386,0.261933333,4.606666667,12.26,8.44,14.38666667,1.82,1.58,13.69333333,21.26,#DIV/0!,1.353333333,1.38,2.753333333,0.088733333,#DIV/0!,0.78,-0.293333333,0.506666667,1.013333333,236.4666667,557.6666667,0.418933333,78,205.8,0.376866667,158.4666667,351.8666667,0.4386,0.493,114.9333333,154.2,0.7532,60.86666667,160,220.8666667,132.6,53.46666667,33.26666667,104.2666667,163,665.8666667
2244,Randy Woods,178,83,La Salle University,1970,Philadelphia,Pennsylvania,37.75,1,273.25,11.375,0.45175,0.59625,0.26825,3.7,5.825,4.725,30.625,3.925,0.425,20.675,19.35,#DIV/0!,-0.1,0.25,0.175,0.03125,#DIV/0!,-1,-1.8,-2.8,-0.1,28.75,84.5,0.32625,14.25,46.75,0.27375,14.5,37.75,0.5335,0.40925,17.25,25.25,0.75975,8,15.25,23.25,64.25,21.25,1,27.5,41.5,89
2245,Gary Alexander,201,108,University of South Florida,1969,Jacksonville,Florida,7.333333333,0,36.66666667,6.7,0.48,0,0.742,13.43333333,17.33333333,15.4,6.866666667,2.2,0,29.43333333,19.3,#DIV/0!,-0.066666667,0.066666667,0,-0.045666667,#DIV/0!,-5.533333333,-0.9,-6.4,-0.033333333,5.333333333,9.333333333,0.551333333,0,0,#DIV/0!,5.333333333,9.333333333,0.551333333,0.551333333,2,6,0.254,4.666666667,5.333333333,10,1.333333333,2,0,5.333333333,6.666666667,12.66666667
2246,Vin Baker,211,105,University of Hartford,1971,Lake Wales,Florida,51.29411765,37.47058824,1603.176471,11.42352941,0.484823529,0.014882353,0.451117647,9.288235294,15.64117647,12.48235294,8.947058824,1.105882353,2.088235294,17.03529412,21.15882353,#DIV/0!,1.564705882,1.335294118,2.911764706,0.037294118,#DIV/0!,-2.982352941,-0.088235294,-3.064705882,0.617647059,289,597,0.430705882,2.352941176,10.88235294,0.159466667,286.6470588,586.1176471,0.434941176,0.432117647,149.3529412,233,0.656352941,140.7058824,223.1764706,363.8823529,93.23529412,36.05882353,49.05882353,108.8235294,162.2352941,729.7058824
2247,Corie Blount,206,108,University of Cincinnati,1969,Monrovia,California,47.52941176,5.235294118,753.5294118,10.57058824,0.476,0.012470588,0.317647059,12.40588235,18.57647059,15.46470588,6.535294118,1.758823529,1.905882353,17.77058824,12.71176471,#DIV/0!,0.282352941,1.035294118,1.323529412,0.079823529,#DIV/0!,-2.905882353,1.329411765,-1.570588235,0.170588235,72.94117647,157.9411765,0.451705882,0.294117647,2.235294118,0.069416667,72.64705882,155.7058824,0.456470588,0.452352941,27.05882353,46.35294118,0.576529412,83.64705882,123.1764706,206.8235294,34.47058824,25.76470588,19.29411765,38.58823529,102.8823529,173.2352941
2248,Shawn Bradley,229,106,Brigham Young University,1972,Landstuhl,Germany,61.5,38.875,1509.25,15.69375,0.503625,0.006125,0.3104375,9.9,20.09375,14.93125,4.66875,1.39375,7.7875,13.56875,18.1,#DIV/0!,0.5625,2.36875,2.925,0.0914375,#DIV/0!,-3.10625,3.1625,0.05,0.8375,219.125,482.0625,0.459375,0.3125,3.1875,0.085714286,218.8125,478.875,0.4616875,0.4596875,102.5,145.0625,0.7250625,136.5625,270.75,407.3125,43,38.8125,165.9375,85.75,193.125,541.0625
2249,P.J. Brown,229,106,,1972,,,72.6,66,2254.866667,13.77333333,0.507933333,0.008133333,0.331266667,10.67333333,18.44666667,14.56666667,7.866666667,1.413333333,2.48,12.7,14.76666667,#DIV/0!,2.76,3.233333333,5.98,0.1258,#DIV/0!,-1.2,2.32,1.126666667,1.906666667,256.8,557.6666667,0.451533333,0.533333333,3.933333333,0.0534,256.2666667,553.7333333,0.4542,0.451933333,143.8666667,181.2,0.786066667,200.1333333,360.4666667,560.6,110.7333333,60.8,74.4,89.46666667,214.5333333,658
2250,Evers Burns,203,117,University of Maryland,1971,Baltimore,Maryland,23,0,143,9.7,0.43,0,0.418,9.7,13.3,11.5,9.7,2.1,1.3,9.7,21.3,#DIV/0!,-0.1,0.1,0.1,0.02,#DIV/0!,-3.6,-1.2,-4.8,-0.1,22,55,0.4,0,0,#DIV/0!,22,55,0.4,0.4,12,23,0.522,13,17,30,9,6,3,7,33,56
2251,Scott Burrell,201,98,University of Connecticut,1971,New Haven,Connecticut,44,12.4,853.1,12.45,0.5052,0.3866,0.2422,5.74,13.02,9.36,10.39,2.38,1.45,11.42,17.33,#DIV/0!,0.77,0.96,1.72,0.0869,#DIV/0!,-0.22,0.14,-0.06,0.6,106.9,259.2,0.4064,38,102.5,0.3608,68.9,156.7,0.4352,0.4762,42.3,58.2,0.6869,44.4,104.6,149,60.1,36.9,19.9,39,98.5,294.1
2252,Mitchell Butler,188,77,University of Memphis,1946,Memphis,Tennessee,45.25,4.125,683,9.4375,0.487,0.196625,0.3395,5.175,10.0125,7.6,10.2,1.7625,0.6,15.65,17.1125,#DIV/0!,-0.0875,0.45,0.375,0.034625,#DIV/0!,-2.675,-0.9375,-3.6125,-0.2375,88.375,201.625,0.423375,11.875,39.125,0.262125,76.5,162.5,0.453125,0.4535,44.875,72,0.634,30.75,58.875,89.625,42.75,26.75,6.625,44.125,72,233.5
2253,Sam Cassell,190,83,Florida State University,1969,Baltimore,Maryland,50.77272727,35.04545455,1499.954545,18.78636364,0.537409091,0.181090909,0.349272727,2.527272727,9.372727273,5.995454545,32.91363636,1.968181818,0.436363636,14.75454545,26.4,#DIV/0!,3.186363636,1.081818182,4.286363636,0.128545455,#DIV/0!,2.336363636,-1.836363636,0.522727273,1.218181818,286.6818182,634.8181818,0.439,35.36363636,106.6363636,0.308636364,251.3181818,528.1818182,0.4655,0.468045455,179.6818182,208.5909091,0.868636364,31.22727273,130.3181818,161.5454545,295.1818182,53.68181818,8.545454545,122.8636364,139.2727273,788.4090909
2254,Calbert Cheaney,201,94,Indiana University,1971,Evansville,Indiana,63.46153846,38.30769231,1692.846154,9.853846154,0.476230769,0.075769231,0.151153846,3.807692308,10.17692308,6.930769231,10,1.523076923,0.684615385,11.78461538,16.59230769,#DIV/0!,0.707692308,1.061538462,1.792307692,0.036461538,#DIV/0!,-2.392307692,-0.492307692,-2.869230769,-0.046153846,258.9230769,555.9230769,0.447615385,15.69230769,52.61538462,0.17375,243.2307692,503.3076923,0.463307692,0.457846154,68.46153846,99.07692308,0.659692308,56.30769231,144.4615385,200.7692308,107.5384615,50.69230769,15.23076923,76.46153846,159.5384615,602
2255,Michael Curry,196,95,Georgia Southern University,1968,Anniston,Alabama,54.84615385,20.76923077,1076.230769,6.769230769,0.497615385,0.153384615,0.347615385,2.507692308,7.676923077,5.123076923,8.123076923,1.376923077,0.353846154,13.33076923,12.36153846,#DIV/0!,0.707692308,0.792307692,1.492307692,0.045230769,#DIV/0!,-3.184615385,-0.623076923,-3.815384615,-0.2,89.76923077,200.6923077,0.416230769,7.615384615,24.46153846,0.249666667,82.15384615,176.2307692,0.448,0.435538462,58.76923077,71.84615385,0.795153846,17.30769231,69.61538462,86.92307692,63.92307692,27.46153846,5.230769231,37.15384615,124.2307692,245.9230769
2256,Antonio Davis,206,97,University of Texas at El Paso,1968,Oakland,California,60.41176471,37.76470588,1740.823529,12.72941176,0.505647059,0.002764706,0.513823529,10.41764706,19.06470588,14.72352941,5.964705882,0.917647059,2.105882353,14.21764706,16.52941176,#DIV/0!,1.711764706,2.035294118,3.752941176,0.090823529,#DIV/0!,-1.952941176,0.558823529,-1.388235294,0.5,207.9411765,468.8235294,0.443941176,0.117647059,1.411764706,0.071375,207.8235294,467.4117647,0.445058824,0.444058824,170.1764706,234.0588235,0.704411765,154.1176471,294.9411765,449.0588235,69.11764706,28.82352941,56.70588235,88.88235294,169.5294118,586.1764706
2257,Brian Davis,190,81,University of Maryland,1955,Monaca,Pennsylvania,68,3,374,9.2,0.42,0.024,0.54,6.7,10.4,8.6,9.1,2.2,0.7,10.9,20.4,#DIV/0!,-0.2,0.2,0,0,#DIV/0!,-4.7,-1.8,-6.5,-0.4,40,126,0.317,1,3,0.333,39,123,0.317,0.321,50,68,0.735,21,34,55,22,16,4,19,34,131
2258,Terry Dehere,188,86,Seton Hall University,1971,New York,New York,53.5,8.125,949.5,11.0875,0.4945,0.36875,0.240375,3.3375,6.3875,4.8125,18.9375,1.875,0.3875,16.1125,21.425,#DIV/0!,0.6125,0.275,0.9125,0.018625,#DIV/0!,-1.2,-3,-4.225,-0.3625,139.125,339.625,0.39025,43,113.25,0.361625,96.125,226.375,0.406875,0.457,93.5,120.125,0.763142857,18.875,57.625,76.5,132.625,27.5,4.875,79.125,107.5,414.75
2259,Dell Demps,190,92,University of the Pacific,1970,Long Beach,California,6.666666667,0,36,7.833333333,0.401333333,0.131333333,0.505,0.9,2.866666667,1.933333333,9.6,5.333333333,0.266666667,11.86666667,24.83333333,#DIV/0!,0,0.033333333,0.066666667,-0.057333333,#DIV/0!,-6.766666667,-1.233333333,-8.033333333,0,7,14,0.303,0.333333333,1,0.25,6.666666667,13,0.304666667,0.308,5.333333333,7,0.608,0.666666667,2.333333333,3,3,2,0.333333333,4.333333333,4,19.66666667
2260,Acie Earl,208,108,University of Iowa,1970,Peoria,Illinois,40,3,502,11.53333333,0.444333333,0.012333333,0.465166667,8.3,16.46666667,12.36666667,5.2,1.766666667,3.45,12.85,23.7,#DIV/0!,-0.366666667,0.416666667,0.05,0.010333333,#DIV/0!,-5.683333333,-1.3,-6.983333333,-0.633333333,71.33333333,179.3333333,0.384666667,0,2.333333333,0,71.33333333,177,0.3895,0.384666667,52,78.5,0.643833333,37.5,64.66666667,102.1666667,13.5,13,25.66666667,34.16666667,68.66666667,194.6666667
2261,Bill Edwards,203,97,Wright State University,1971,Middletown,Ohio,3,0,44,-0.4,0.149,0.278,0.278,12.4,22.5,17.5,12.3,3.4,1.4,16.5,23.9,#DIV/0!,-0.3,0.1,-0.3,-0.282,#DIV/0!,-11,0.6,-10.4,-0.1,2,18,0.111,0,5,0,2,13,0.154,0.111,2,5,0.4,5,9,14,4,3,1,4,6,6
2262,Doug Edwards,201,99,Florida State University,1971,Miami,Florida,28.33333333,0,279.3333333,9,0.452,0.028333333,0.470666667,8.333333333,13.26666667,10.73333333,10.86666667,1.1,2.333333333,19.03333333,18.3,#DIV/0!,-0.2,0.266666667,0.1,0.013,#DIV/0!,-5.5,0.166666667,-5.333333333,-0.2,23.66666667,62.66666667,0.385666667,0,2,0,23.66666667,60.66666667,0.396666667,0.385666667,20.33333333,28.66666667,0.681666667,20.33333333,30.66666667,51,20,5.666666667,9,19,30,67.66666667
2263,Harold Ellis,196,90,Morehouse College,1970,Atlanta,Georgia,48.33333333,8.666666667,641,16.56666667,0.569333333,0.039666667,0.565666667,9.766666667,6.966666667,8.433333333,8.4,4,0.766666667,13.2,19.33333333,#DIV/0!,0.966666667,0.566666667,1.533333333,0.110333333,#DIV/0!,0.6,-0.233333333,0.366666667,0.433333333,104,197.3333333,0.528333333,0.333333333,7,0.025666667,103.6666667,190.3333333,0.547333333,0.529333333,71.66666667,109.6666667,0.645333333,59,38,97,29.66666667,53,6,37,84,280
2264,Alphonso Ford,185,86,Mississippi Valley State University,1971,Greenwood,Mississippi,5.5,0,57,14.65,0.407,0.154,0.1025,4.7,7.2,5.95,14.7,3.4,0,11.7,30.85,#DIV/0!,-0.25,0,-0.15,-0.0085,#DIV/0!,-2.65,-4.05,-6.7,-0.1,8,26,0.3845,0.5,5,0.5,7.5,21,0.4,0.404,1,2,0.5,4,6,10,5,1.5,0,4.5,3.5,17.5
2265,Chad Gallagher,208,115,Creighton University,1969,Rockford,Illinois,2,0,3,66.8,1,0,0,0,0,0,0,0,0,0,44.2,#DIV/0!,0.1,0,0.1,1.442,#DIV/0!,28.4,-12.1,16.3,0,3,3,1,0,0,#DIV/0!,3,3,1,1,0,0,#DIV/0!,0,0,0,0,0,0,0,2,6
2266,Andrew Gaze,201,92,Seton Hall University,1965,Melbourne,Australia,13,0,64,9.5,0.5175,0.5555,0.059,2.85,7.85,5.3,14.05,1.65,1.05,14.1,18,#DIV/0!,0,0.05,0.05,0.0495,#DIV/0!,-0.9,-2,-2.9,0,8,21,0.3955,4.5,12,0.4065,3.5,9,0.3885,0.504,1,1,1,1.5,4.5,6,5.5,2,1,3.5,8,21.5
2267,Ricky Grace,185,81,University of Oklahoma,1967,Dallas,Texas,3,0,8,10.8,0.515,0,0.667,0,13.8,6.9,21.9,0,0,0,20.8,#DIV/0!,0,0,0,0.103,#DIV/0!,-0.7,-3.7,-4.4,0,2,3,0.667,0,0,#DIV/0!,2,3,0.667,0.667,0,2,0,0,1,1,1,0,0,0,3,4
2268,Greg Graham,193,78,Indiana University,1970,Indianapolis,Indiana,37.14285714,3.285714286,449,10.05714286,0.545142857,0.304428571,0.365,2.385714286,6.757142857,4.557142857,13.71428571,2.271428571,0.228571429,20.74285714,19.98571429,#DIV/0!,-0.028571429,0.3,0.3,0.023571429,#DIV/0!,-2.885714286,-2.114285714,-4.985714286,-0.228571429,58.42857143,143.7142857,0.440857143,11.57142857,35.85714286,0.263142857,46.85714286,107.8571429,0.489714286,0.489857143,39.85714286,51.57142857,0.801571429,10.85714286,28.57142857,39.42857143,36.14285714,21.85714286,1.857142857,32.14285714,39.57142857,168.2857143
2269,Josh Grant,206,101,University of Utah,1967,Salt Lake City,Utah,53,0,382,11.7,0.494,0.418,0.199,7.8,17.3,12.6,8.6,2.3,1.3,15.9,20.4,#DIV/0!,0,0.5,0.5,0.06,#DIV/0!,-1.7,-1.1,-2.8,-0.1,59,146,0.404,17,61,0.279,42,85,0.494,0.462,22,29,0.759,27,62,89,24,18,8,30,62,157
2270,Andres Guibert,208,102,,1968,Havana,Cuba,11,0,100,7.2,0.3685,0.0425,0.352,24.15,20.95,22.45,10.15,1.25,1.15,19.35,28.15,#DIV/0!,-0.2,0.1,-0.15,-0.1315,#DIV/0!,-6.35,-2.55,-8.95,-0.1,11,33.5,0.32,0,2,0,11,31.5,0.336,0.32,8,12.5,0.592,13,17.5,30.5,6,4,1,9,17.5,30
2271,Geert Hammink,213,118,Louisiana State University,1969,Didam,Netherlands,2.8,0,8.8,14.22,0.5094,0,1.1834,17.18,14.62,15.9,16.92,0,0,11.34,28.4,#DIV/0!,0,0,0,0.072,#DIV/0!,-1.32,-5.34,-6.68,-0.02,1.2,2.8,0.4332,0,0,#DIV/0!,1.2,2.8,0.4332,0.4332,2,3.2,0.6845,1,1.2,2.2,0.4,0,0,0.8,1.2,4.4
2272,Anfernee Hardaway,201,88,University of Memphis,1971,Memphis,Tennessee,48.75,35.6875,1612.875,14.625,0.4979375,0.1739375,0.2744375,3.81875,11.49375,7.63125,21.1625,2.33125,0.80625,15.175,20.15,#DIV/0!,2.26875,1.725,4,0.089125,#DIV/0!,0.10625,0.43125,0.56875,1.70625,267.125,588.125,0.4256875,33.3125,104.375,0.306625,233.8125,483.75,0.449625,0.4533125,143.875,185.5625,0.7913125,65.25,149.3125,214.5625,231.3125,74.6875,20.75,118.3125,106.75,711.4375
2273,Lucious Harris,196,86,"California State University, Long Beach",1970,Los Angeles,California,66.66666667,12.08333333,1308.416667,12.43333333,0.500583333,0.230916667,0.244583333,3.791666667,9.266666667,6.441666667,11.425,1.916666667,0.425,9.45,17.41666667,#DIV/0!,1.391666667,1.016666667,2.383333333,0.0815,#DIV/0!,-0.941666667,-1.208333333,-2.15,0.041666667,182.8333333,429.25,0.420333333,33.5,96.25,0.33025,149.3333333,333,0.445583333,0.45925,82.83333333,104.8333333,0.781833333,46.16666667,109.1666667,155.3333333,94.16666667,46.33333333,7.166666667,49.5,84.41666667,482
2274,Antonio Harvey,211,102,Pfeiffer University,1970,Pascagoula,Mississippi,24.2,4.7,277.5,10.61,0.4414,0.0036,0.3045,8.96,18.46,13.73,5.44,1.18,5.89,16.77,17.55,#DIV/0!,-0.31,0.32,0,0.0331,#DIV/0!,-5.92,1.08,-4.84,-0.26,31.3,78.9,0.4147,0.1,0.5,0.333333333,31.2,78.4,0.4154,0.4149,13,26.3,0.568555556,22.4,40.9,63.3,7.3,8.1,17.7,15.2,33.1,75.7
2275,Scott Haskin,211,113,Oregon State University,1970,Riverside,California,27,2,186,11.3,0.515,0,0.422,11,22.8,17.1,4.7,0.6,5.5,19.6,15.7,#DIV/0!,0,0.3,0.3,0.087,#DIV/0!,-4.4,1.5,-2.9,0,21,45,0.467,0,0,#DIV/0!,21,45,0.467,0.467,13,19,0.684,17,38,55,6,2,15,13,33,55
2276,Skeeter Henry,201,86,University of Oklahoma,1967,Dallas,Texas,4,0,15,5.6,0.296,0.4,0.8,0,14.8,7.5,33.2,0,0,12.9,21.7,#DIV/0!,0,0,0,-0.087,#DIV/0!,-5.8,-4.4,-10.2,0,1,5,0.2,0,2,0,1,3,0.333,0.2,2,4,0.5,0,2,2,4,0,0,1,1,4
2277,Allan Houston,198,90,University of Tennessee,1971,Louisville,Kentucky,69.91666667,60.58333333,2359.25,14.45,0.54075,0.27725,0.239916667,1.458333333,8.158333333,4.85,13.01666667,1.066666667,0.383333333,11.51666667,24.5,#DIV/0!,2.875,1.733333333,4.6,0.085,#DIV/0!,0.85,-1.975,-1.116666667,0.825,444.75,1001.416667,0.439416667,108.75,270.5833333,0.396,336,730.8333333,0.4555,0.494833333,214.3333333,248.25,0.859083333,29.41666667,173.4166667,202.8333333,165.8333333,47.16666667,11.58333333,146.6666667,171.8333333,1212.583333
2278,Lindsey Hunter,188,77,Jackson State University,1970,Utica,Mississippi,55.11764706,25.76470588,1367.823529,10.45294118,0.451294118,0.399882353,0.138294118,2.170588235,7.876470588,5.041176471,18.68823529,2.647058824,0.505882353,13.75294118,18.05294118,#DIV/0!,0.570588235,1.352941176,1.929411765,0.045176471,#DIV/0!,-1.252941176,-0.476470588,-1.741176471,0.558823529,174.7058824,450.7647059,0.363941176,63.23529412,175.5294118,0.320235294,111.4705882,275.2352941,0.390470588,0.428117647,55.35294118,74.17647059,0.730588235,25.76470588,93.11764706,118.8823529,147.4117647,65.88235294,9.705882353,68.17647059,109.2352941,468
2279,Bobby Hurley,183,74,Duke University,1971,Jersey City,New Jersey,47.14285714,9.285714286,720.7142857,8.585714286,0.449571429,0.192428571,0.317857143,1.471428571,6.528571429,3.985714286,31.5,1.5,0.1,24.64285714,16.91428571,#DIV/0!,-0.5,0.228571429,-0.242857143,-0.017714286,#DIV/0!,-4.271428571,-3.514285714,-7.8,-1.028571429,64.85714286,180.1428571,0.365428571,9.857142857,36.71428571,0.234,55,143.4285714,0.385428571,0.390857143,43.57142857,56.57142857,0.770285714,9.285714286,40.57142857,49.85714286,151,20.42857143,1,67.28571429,62.71428571,183.1428571
2280,Stanley Jackson,190,83,University of Alabama at Birmingham,1970,Tuskegee,Alabama,17,0,92,17.8,0.554,0.152,0.091,15.7,18.7,17.2,30.4,2.8,0,22.6,21.1,#DIV/0!,0.1,0.1,0.2,0.102,#DIV/0!,2.6,0.5,3.1,0.1,17,33,0.515,1,5,0.2,16,28,0.571,0.53,3,3,1,12,15,27,16,5,0,10,13,38
2281,Chris Jent,201,99,Ohio State University,1970,Orange,California,3,0,44,13.5,0.5385,0.4615,0.0385,9.2,7.4,8.35,16.5,0,0,7.85,22.85,#DIV/0!,0.05,0.05,0.1,0.147,#DIV/0!,2.9,-3.7,-0.8,0,7.5,16,0.4165,3,7,0.5155,4.5,9,0.3,0.5385,0.5,1,0.5,2.5,5.5,8,4,0,0,2.5,7.5,18.5
2282,Ervin Johnson,188,92,University of Nebraska,1966,Brooklyn,New York,65,34.76923077,1306.846154,11.15384615,0.517615385,0.004307692,0.383384615,11.98461538,23.45384615,17.78461538,3.253846154,1.361538462,4.384615385,18.75384615,11.45384615,#DIV/0!,1.007692308,1.923076923,2.907692308,0.096307692,#DIV/0!,-3.223076923,1.946153846,-1.269230769,0.669230769,107.1538462,212,0.490230769,0.153846154,0.769230769,0.190428571,107,211.2307692,0.490769231,0.491076923,52.69230769,87.15384615,0.598615385,129,267,396,29.76923077,36.23076923,83.61538462,55.69230769,186.9230769,267.1538462
2283,Popeye Jones,203,113,Murray State University,1970,Dresden,Tennessee,48.63636364,27.63636364,1143.545455,10.74545455,0.426909091,0.020636364,0.206818182,13.93636364,18.40909091,16.05454545,7.781818182,1.118181818,0.709090909,12,15,#DIV/0!,1.009090909,0.990909091,2,0.054545455,#DIV/0!,-2.3,-0.690909091,-2.972727273,0.254545455,143.0909091,320.2727273,0.389818182,2.272727273,8.090909091,0.264888889,140.8181818,312.1818182,0.392363636,0.393181818,50.27272727,66.90909091,0.7272,147.5454545,214.3636364,361.9090909,63.27272727,27.27272727,14.63636364,54.81818182,136.4545455,338.7272727
2284,Adonis Jordan,180,77,University of Kansas,1970,Brooklyn,New York,5,0,48.5,12.25,0.4235,0.4675,0.5,2.2,2.05,2.1,30.15,4.6,0.4,23.25,18.1,#DIV/0!,-0.05,0,-0.05,0.022,#DIV/0!,-2.85,-3.05,-5.9,-0.05,4,13.5,0.3805,1.5,6,0.15,2.5,7.5,0.6155,0.413,1,2,0.5,1.5,1.5,3,11,1.5,0.5,4,3,10.5
2285,Reggie Jordan,193,88,New Mexico State University,1968,Chicago,Illinois,25.625,0.25,224,15.3375,0.513875,0.008375,0.574375,10.425,12.6625,11.525,15.65,2.825,1.3375,17.65,16.7,#DIV/0!,0.1875,0.2375,0.425,0.105375,#DIV/0!,-0.55,0.9875,0.425,0.1375,24.75,55.75,0.49075,0.25,0.75,0.166666667,24.5,55,0.491625,0.492,17.75,30.75,0.545875,23.875,22.375,46.25,25.25,12.375,4.25,14,27,67.5
2286,Warren Kidd,206,106,Middle Tennessee State University,1970,Harpersville,Alabama,68,14,884,11.3,0.597,0,0.509,9.4,19.6,14.5,3.2,1.1,1.6,17.5,12.3,#DIV/0!,0.8,0.6,1.4,0.078,#DIV/0!,-3.1,-0.9,-4,-0.4,100,169,0.592,0,0,#DIV/0!,100,169,0.592,0.592,47,86,0.547,76,157,233,19,19,23,44,129,247
2287,Chris King,203,97,Wake Forest University,1969,Newton Grove,North Carolina,34.33333333,22,686,7.333333333,0.394333333,0.113,0.448333333,5.333333333,17.46666667,11.66666667,11.23333333,2.266666667,1.033333333,20.63333333,22.6,#DIV/0!,-0.266666667,0.6,0.333333333,-0.033,#DIV/0!,-5.966666667,0.2,-5.8,-0.133333333,90.33333333,213.3333333,0.369666667,15.33333333,40,0.3375,75,173.3333333,0.379,0.389333333,35,55.33333333,0.413,36,67.66666667,103.6666667,38.66666667,24.66666667,11.33333333,39.66666667,61,231
2288,Toni Kukoc,208,87,,1968,Split,Croatia,56.88235294,18.17647059,1505.470588,17.09411765,0.527411765,0.286529412,0.303647059,4.911764706,13.44117647,9.135294118,24.21764706,1.923529412,0.952941176,14.74705882,21.97058824,#DIV/0!,2.217647059,1.729411765,3.994117647,0.119411765,#DIV/0!,1.976470588,0.205882353,2.194117647,1.670588235,247.3529412,555.1176471,0.440470588,49.70588235,147.5882353,0.336176471,197.6470588,407.5294118,0.480235294,0.489294118,123.8823529,171.2941176,0.713235294,68.05882353,172.3529412,240.4117647,210.7647059,55.41176471,19.35294118,105.9411765,98.52941176,668.2941176
